Price,Car,Mileage,Ext_color,Int_color,Transmission,Drivetrain
8250,2017 Mitsubishi Mirage SE,45732.0,White,Black,CVT,FWD
8750,2014 Ford Escape Titanium,132949.0,Black,Black,Automatic,FWD
8000,2012 Lincoln MKZ Base,82717.0,Silve,Beige,Automatic,FWD
7999,2016 Chevrolet Sonic LTZ,54724.0,Gray,Black,Automatic,FWD
9685,2017 Toyota Corolla LE,93959.0,White,Black,CVT,FWD
6981,2014 Mazda Mazda2 Sport,64587.0,White,Black,Automatic,FWD
8998,2018 Hyundai Elantra SE,104752.0,Black,Gray,Automatic,FWD
8900,2013 Cadillac ATS 2.0L Turbo,114949.0,White,Black,Automatic,RWD
9993,2017 Kia Forte LX,50804.0,Red,Gray,Automatic,FWD
6999,2010 Subaru Outback 2.5i Limited,103027.0,Silve,Black,CVT,AWD
5599,2013 Chevrolet Sonic LTZ,81763.0,Red,Gray,Automatic,FWD
6350,2011 Kia Sorento LX,127636.0,Black,Black,Automatic,4x4/4-wheel drive
6282,2011 Volkswagen Jetta SE,104758.0,Black,Black,Automatic,FWD
6998,2011 Hyundai Sonata GLS,83116.0,White,Beige,Automatic,FWD
9063,2010 Lincoln MKS Base,113133.0,Gold,Othe,Automatic,FWD
5998,2012 Volkswagen Jetta SEL,150738.0,Black,Black,Automatic,FWD
5999,2010 Mercury Milan Premier,80744.0,Silve,Gray,Automatic,FWD
9988,2019 Nissan Versa S,8500.0,White,Gray,Manual,FWD
7882,2012 Honda Accord LX Premium,142426.0,Gray,Gray,Automatic,FWD
6716,2010 Chevrolet Malibu 2LT,91554.0,Gold,Brow,Automatic,FWD
7994,2016 Ford Escape SE,110418.0,White,Black,Automatic,FWD
8791,2011 Nissan Murano LE,106766.0,Brown,Beige,CVT,FWD
7218,2011 Honda Civic LX,95678.0,Gray,Gray,Automatic,FWD
9995,2015 Chevrolet Equinox LS,123164.0,White,Gray,Automatic,AWD
7999,2017 Nissan Versa 1.6 S+,63483.0,White,Gray,CVT,FWD
6990,2014 Ford Focus SE,91512.0,Red,Gray,Automatic,FWD
9495,2014 Kia Soul !,103930.0,Blue,Black,Automatic,FWD
4988,2010 Volkswagen Jetta SE,119775.0,Gray,Black,Automatic,FWD
9559,2012 Subaru Impreza 2.0i Premium,52623.0,Blue,Black,CVT,AWD
7988,2011 Jeep Compass Sport,91599.0,Silve,Black,CVT,FWD
8000,2016 Mazda Mazda3 i Sport,96608.0,Red,Black,Automatic,FWD
8100,2011 Ford Edge SE,47000.0,Black,Black,Automatic,FWD
9990,2012 Honda Odyssey EX,130900.0,Black,Gray,Automatic,FWD
8000,2017 Mitsubishi Mirage ES,52635.0,Black,Black,Manual,FWD
8990,2011 Jeep Liberty Sport,134238.0,Gray,Gray,Automatic,4x4/4-wheel drive
8364,2011 Toyota RAV4 Sport,120532.0,White,Beige,Automatic,FWD
9000,2012 Kia Sportage LX,127085.0,Red,Black,Automatic,AWD
7900,2012 Chevrolet Cruze LS,90187.0,Blue,Othe,Automatic,FWD
8952,2013 Ford Taurus SEL,110883.0,Red,Black,Automatic,FWD
6200,2013 Chevrolet Sonic LT,105471.0,Blue,Black,Manual,FWD
8990,2014 Chevrolet Cruze LS,101316.0,Blue,Black,Automatic,FWD
9995,2017 Toyota Yaris L,61187.0,Silve,Gray,Automatic,FWD
9921,2015 Mazda CX-5 Sport,105669.0,Silve,Black,Automatic,FWD
9998,2017 Hyundai Elantra GT Base,67056.0,Blue,Black,Automatic,FWD
9690,2012 INFINITI G25 Journey,98461.0,Gray,Gray,Automatic,RWD
9950,2012 Mazda CX-9 Grand Touring,94136.0,Silve,Black,Automatic,FWD
8998,2013 Mazda Mazda3 i SV,79689.0,White,Black,Automatic,FWD
9983,2012 Ford Flex SE,108975.0,Green,Othe,Automatic,FWD
8790,2014 Hyundai Santa Fe Sport 2.4L,121265.0,White,Gray,Automatic,AWD
8997,2015 Nissan Altima 2.5 SV,93521.0,White,Beige,CVT,FWD
7989,2011 Kia Sportage EX,86759.0,Red,Gray,Automatic,FWD
7388,2015 Ford Escape S,125585.0,White,Black,Automatic,FWD
4400,2011 Chevrolet Cruze LT,119000.0,Silve,Black,Automatic,Unknown
8491,2012 Toyota Corolla LE,73910.0,Silve,Gray,Automatic,FWD
7490,2014 Hyundai Elantra SE,82445.0,Red,Gray,Automatic,FWD
5890,2011 Kia Sorento Base,143340.0,Silve,Black,Manual,FWD
9999,2017 Chevrolet Cruze LT,57391.0,Red,Black,Automatic,FWD
9499,2018 Nissan Versa 1.6 SV,43409.0,Gray,Gray,CVT,FWD
8145,2018 Nissan Versa 1.6 SV,32179.0,White,Gray,CVT,FWD
6991,2013 Nissan Rogue S,106427.0,Black,Black,CVT,FWD
4995,2016 Chevrolet Cruze Limited 1LT,65265.0,Othe,Othe,Automatic,FWD
8598,2017 Toyota Yaris L,65038.0,White,Black,Automatic,FWD
3495,2012 Suzuki SX4 Base,67343.0,Red,Black,Manual,AWD
7590,2012 Audi A4 2.0T Premium quattro,93711.0,Blue,Beige,Automatic,AWD
8999,2013 Kia Sorento LX,71563.0,Silve,Othe,Automatic,FWD
9990,2014 Kia Sorento LX,78230.0,Blue,Black,Automatic,FWD
5000,2012 Mazda Mazda3 i Sport,84809.0,White,Black,Automatic,FWD
5490,2013 Toyota Corolla LE,101345.0,White,Gray,Automatic,FWD
6950,2013 Toyota Corolla LE,34700.0,Blue,Beige,Automatic,FWD
9980,2012 Honda Accord LX-S,90236.0,Black,Black,Automatic,FWD
8046,2013 Volkswagen Jetta Base,47135.0,White,Black,Automatic,FWD
9598,2010 Honda CR-V LX,69432.0,Black,Gray,Automatic,FWD
7994,2011 Dodge Caliber Mainstreet,55000.0,Othe,Othe,CVT,FWD
8693,2014 Jeep Patriot Sport,79849.0,White,Gray,Automatic,FWD
9700,2018 Nissan Versa 1.6 SV,37562.0,Silve,Gray,CVT,FWD
9583,2017 Kia Forte S,71611.0,Gray,Black,Automatic,FWD
7995,2011 Honda Odyssey EX-L,112243.0,Gray,Gray,Automatic,FWD
9998,2011 Subaru Forester 2.5X,85479.0,Green,Gray,Automatic,AWD
7997,2016 Hyundai Accent SE,79163.0,Red,Gray,Automatic,FWD
9167,2015 smart ForTwo Pure,13727.0,White,Black,Automatic,RWD
7899,2014 Toyota Yaris L,68985.0,Black,Black,Automatic,FWD
9700,2011 Honda CR-V EX-L,89688.0,Black,Beige,Automatic,FWD
5990,2015 Chevrolet Sonic LT,86413.0,Blue,Gray,Automatic,FWD
9477,2018 Nissan Versa 1.6 SV,55751.0,Black,Gray,CVT,FWD
9995,2015 Toyota Corolla S Premium,124539.0,Silve,Othe,CVT,FWD
9995,2014 Volkswagen CC 2.0T Sport,88673.0,White,Black,Automatic,FWD
5580,2011 Ford Escape Limited,153787.0,White,Beige,Automatic,FWD
8493,2015 Kia Forte EX,93380.0,Red,Black,Automatic,FWD
9990,2014 Volkswagen Beetle,79493.0,Red,Black,Automatic,FWD
3500,2010 Cadillac SRX Luxury Collection,170000.0,Black,Black,Automatic,AWD
6998,2013 Nissan Altima 2.5 SV,117681.0,Black,Gray,CVT,FWD
6988,2010 MINI Cooper,75725.0,Green,Othe,Other / Unknown,FWD
8989,2015 Chrysler 200 S,111066.0,Black,Black,Automatic,FWD
7930,2014 Kia Soul Base,77890.0,Gray,Gray,Automatic,FWD
7995,2014 FIAT 500L Easy,52387.0,Green,Black,Automatic,FWD
8937,2015 Nissan Versa Note SR,31864.0,Black,Gray,CVT,FWD
9952,2013 Hyundai Elantra Limited,67348.0,White,Beige,Automatic,FWD
8800,2014 Ford Escape SE,115906.0,White,Gray,Automatic,FWD
9150,2014 Ford Taurus Limited,123561.0,Silve,Othe,Automatic,FWD
4988,2012 Mazda Mazda5 Sport,114915.0,Blue,Black,Automatic,FWD
7988,2012 Honda Civic EX,109080.0,Black,Gray,Automatic,FWD
8899,2011 Lincoln MKX Base,157568.0,Silve,Black,Automatic,AWD
8763,2012 Volkswagen Passat 2.5 SEL,82173.0,Silve,Gray,Automatic,FWD
8789,2014 Chevrolet Malibu 1LS,94543.0,Black,Black,Automatic,FWD
8800,2014 Ford Escape S,85712.0,Black,Black,Automatic,FWD
8500,2012 Chevrolet Equinox 2LT,118302.0,Silve,Black,Automatic,FWD
8995,2012 Honda Civic EX-L,90341.0,Red,Beige,Automatic,FWD
8699,2011 BMW X3 xDrive28i,94564.0,Black,Othe,Automatic,AWD
8788,2011 Mazda CX-7 i Touring,83220.0,Black,Beige,Automatic,FWD
9891,2014 Toyota Corolla S Plus,102299.0,Silve,Othe,CVT,FWD
7994,2013 Kia Optima EX,114596.0,Silve,Gray,Automatic,FWD
4888,2012 Chevrolet Sonic 1LS,97619.0,White,Black,Automatic,FWD
6995,2011 Dodge Ram 1500 ST,171475.0,White,Gray,Automatic,RWD
4955,2013 Hyundai Elantra GLS,143820.0,Black,Beige,Automatic,FWD
5900,2014 Kia Rio LX,87920.0,Silve,Black,Automatic,FWD
5987,2013 Honda Fit Sport,100956.0,Gray,Othe,Manual,FWD
7488,2015 Hyundai Elantra SE,103967.0,Black,Black,Automatic,FWD
7944,2013 Dodge Journey SE,111557.0,Blue,Black,Automatic,FWD
7799,2014 Chevrolet Cruze 1LT,62733.0,Black,Black,Automatic,FWD
7588,2010 Scion xB,114332.0,Silve,Gray,Automatic,FWD
3200,2012 Ford Fiesta SE,130850.0,Red,Gray,Automatic,4x2/2-wheel drive
8898,2013 Ford Fusion SE,115429.0,Black,Othe,Automatic,FWD
8495,2013 Chevrolet Equinox LS,102986.0,Blue,Gray,Automatic,FWD
8300,2012 Ford Taurus SEL,109077.0,Gray,Gray,Automatic,FWD
5988,2013 Kia Soul !,130670.0,White,Gray,Automatic,FWD
6988,2012 Volkswagen Jetta SE,100102.0,Black,Beige,Automatic,FWD
6995,2015 Chevrolet Cruze 1LT,100719.0,Red,Othe,Automatic,FWD
6988,2010 Honda Civic LX,100661.0,Silve,Gray,Automatic,FWD
7500,2016 Chevrolet Sonic LS,55743.0,Gray,Black,Automatic,FWD
7100,2012 Nissan Juke S,120000.0,Gray,Black,CVT,FWD
4500,2011 Nissan Altima 2.5 S,192000.0,Gray,Gray,Automatic,RWD
9995,2010 Chevrolet Traverse LT,109105.0,Blue,Othe,Automatic,FWD
9750,2011 Acura RDX Base,109616.0,White,Othe,Automatic,FWD
8279,2010 Honda CR-V EX-L,191658.0,Black,Black,Automatic,FWD
8498,2011 Ford Taurus SEL,82029.0,Red,Gray,Automatic,FWD
10000,2016 Volkswagen Jetta 1.4T S,56000.0,Gray,Gray,Automanual,FWD
9850,2017 FIAT 500C Pop,51300.0,Red,Black,Automatic,FWD
8999,2011 Subaru Forester 2.5X,115001.0,Blue,Black,Automatic,AWD
9000,2011 Toyota Sienna Base,163028.0,Gray,Gray,Automatic,FWD
8995,2010 Toyota Corolla LE,77147.0,Silve,Gray,Automatic,FWD
6988,2011 Mitsubishi Lancer Sportback GTS,68887.0,Red,Black,CVT,FWD
9650,2016 Jeep Compass Latitude,130143.0,Gray,Black,Automatic,FWD
9988,2014 Toyota Corolla L,64102.0,White,Othe,Automatic,FWD
6499,2012 Honda Civic LX,79428.0,Black,Beige,Manual,FWD
7444,2014 Kia Soul Base,85748.0,Gray,Black,Automatic,FWD
7100,2012 Kia Forte Koup SX,73639.0,Blue,Black,Automatic,FWD
9599,2014 Nissan Versa Note SV,32306.0,Red,Black,CVT,FWD
6000,2013 Hyundai Veloster Base,60177.0,Silve,Black,Manual,FWD
6894,2013 Jeep Compass Latitude,115299.0,Black,Gray,CVT,FWD
9990,2015 Honda Civic LX,50030.0,Blue,Gray,CVT,FWD
9795,2013 Hyundai Sonata Limited,68652.0,Blue,Gray,Automatic,FWD
7991,2013 Honda Accord LX,166601.0,Gray,Black,CVT,FWD
6690,2010 Chrysler Town & Country Touring,161798.0,Silve,Gray,Automatic,FWD
9777,2012 Honda Crosstour EX,108539.0,Gray,Black,Automatic,FWD
6000,2011 Nissan Altima 2.5 SL,103264.0,Beige,Beige,CVT,FWD
7985,2012 Honda Accord SE,104753.0,Gray,Black,Automatic,FWD
3600,2011 Honda CR-V LX,100588.0,Black,Black,Automatic,4x4/4-wheel drive
8999,2014 Nissan Frontier SV-I4,82003.0,White,Beige,Automatic,RWD
8790,2013 Audi A4 2.0T Premium quattro,85980.0,Silve,Black,Automatic,AWD
5991,2012 Chevrolet Sonic LT,63125.0,Gray,Black,Automatic,FWD
4750,2013 Mitsubishi Lancer SE,77000.0,White,Black,Automatic,FWD
8900,2016 Kia Forte EX,29000.0,White,Black,Automatic,FWD
9690,2019 Nissan Versa 1.6 SV,32643.0,Gray,Gray,Automatic,FWD
8990,2017 Hyundai Accent Value Edition,62320.0,Black,Gray,Automatic,FWD
9490,2013 Toyota Corolla S,31503.0,Gray,Gray,Automatic,FWD
6913,2016 Chrysler 200 Limited,157598.0,Silve,Black,Automatic,FWD
8990,2013 Ford Escape S,75579.0,Green,Othe,Automatic,FWD
5995,2012 Hyundai Accent GS,124317.0,Black,Black,Automatic,FWD
6971,2011 Nissan Cube 1.8 Krom,98553.0,White,Black,CVT,FWD
9995,2016 Chevrolet Cruze Limited 1LT,70879.0,Othe,Othe,Automatic,FWD
8950,2019 Nissan Versa 1.6 SV,36000.0,Silve,Othe,Automatic,FWD
9994,2015 Honda Civic EX,121572.0,Gray,Gray,CVT,FWD
5981,2012 Ford Fusion SE,155383.0,White,Gray,Automatic,FWD
5897,2013 Kia Soul +,99790.0,Black,Black,Automatic,FWD
9695,2018 Nissan Versa 1.6 SV,37424.0,Silve,Gray,CVT,FWD
6400,2011 Hyundai Sonata GLS,128232.0,Blue,Gray,Automatic,FWD
10000,2015 Ford Fusion SE,115378.0,Gray,Black,Automatic,FWD
7995,2013 Kia Soul +,80145.0,White,Black,Automatic,FWD
4500,2010 Honda Odyssey EX-L,124781.0,Blue,Gray,Automatic,FWD
7995,2010 Buick LaCrosse CXL,159420.0,Brown,Black,Automatic,FWD
7388,2012 Ford Edge SEL,126922.0,Beige,Black,Automatic,FWD
6712,2012 Kia Soul +,117100.0,White,Black,Automatic,FWD
7999,2014 Honda Civic EX,163708.0,Gray,Othe,CVT,FWD
9890,2013 Kia Sorento LX,101821.0,Red,Gray,Automatic,AWD
3995,2010 Nissan Versa 1.8 S,147699.0,White,Othe,Automatic,FWD
8662,2014 Hyundai Sonata GLS,76707.0,Silve,Gray,Automatic,FWD
6500,2010 Honda Accord LX-S,151324.0,Black,Gray,Automatic,FWD
7374,2017 Nissan Versa SV,69868.0,Silve,Gray,CVT,FWD
5991,2011 Kia Soul +,118241.0,Gray,Black,Automatic,FWD
9472,2015 Honda Fit,95407.0,Red,Black,CVT,FWD
4999,2013 Dodge Avenger SE,120905.0,Blue,Black,Automatic,FWD
5488,2010 Mazda Mazda6 i Sport,100925.0,Silve,Black,Automatic,FWD
6750,2010 Cadillac CTS,128533.0,Black,Black,Automatic,RWD
7250,2011 Toyota Camry LE,126450.0,Gray,Gray,Automatic,FWD
9599,2013 Toyota Corolla L,69035.0,Gray,Gray,Automatic,FWD
8494,2015 Chevrolet Sonic LTZ,54385.0,White,Othe,Automatic,FWD
5295,2011 Honda Fit Sport,129192.0,Silve,Black,Automatic,FWD
6288,2013 Chevrolet Spark LS,67062.0,Black,Othe,Automatic,FWD
8477,2015 Toyota Corolla LE,97476.0,Red,Othe,CVT,FWD
9551,2012 Honda Accord EX-L,109920.0,White,White,Automatic,FWD
6977,2012 Cadillac CTS Base,123133.0,Silve,Gray,Automatic,RWD
9211,2013 Volkswagen Tiguan S,78223.0,Blue,Black,Automatic,FWD
7900,2014 Ford Fusion SE,112645.0,Silve,Black,Automatic,FWD
7895,2012 Honda Civic EX-L,115026.0,Black,Gray,Automatic,FWD
8710,2010 Mercedes-Benz C300,93855.0,Red,Othe,Automatic,RWD
9890,2014 Volkswagen Jetta SE,60051.0,White,Beige,Automatic,FWD
7942,2013 Hyundai Tucson GLS,131011.0,Red,Beige,Automatic,FWD
6990,2015 Mitsubishi Mirage DE,40535.0,Black,Black,Automatic,FWD
8000,2014 Ford Escape S,119416.0,White,Black,Automatic,FWD
9998,2014 Hyundai Elantra SE,98322.0,Red,Beige,Automatic,FWD
5999,2010 Nissan Altima 2.5 S,154819.0,Silve,Gray,CVT,FWD
8850,2011 BMW 328 i xDrive,85675.0,Red,Beige,Automatic,AWD
8323,2015 Toyota Corolla L,111346.0,Gray,Gray,Automatic,FWD
6500,2010 Lincoln MKZ Base,113373.0,Silve,Gray,Automatic,FWD
9977,2019 Nissan Versa 1.6 SV,38256.0,White,Gray,Automatic,FWD
6785,2012 Chevrolet Equinox 1LT,141893.0,Silve,Othe,Automatic,AWD
5991,2012 Ford Fusion SEL,98142.0,White,Gray,Automatic,FWD
9850,2015 Nissan Altima 2.5 SL,99276.0,Red,Gray,CVT,FWD
6495,2012 Kia Sorento EX,155112.0,Brown,Beige,Automatic,FWD
9437,2016 Toyota Corolla LE,92931.0,White,Black,CVT,FWD
7494,2011 Hyundai Santa Fe GLS,107158.0,White,Gray,Automatic,FWD
8991,2012 Honda Accord SE,124364.0,Silve,Black,Automatic,FWD
9995,2013 Mazda CX-5 Sport,112429.0,Black,Black,Automatic,FWD
7447,2013 Hyundai Elantra GLS,105201.0,Gray,Gray,Automatic,FWD
7689,2014 Ford Fusion SE,101462.0,Silve,Gray,Automatic,FWD
7988,2014 Ford F-150 XL,170133.0,White,Gray,Automatic,RWD
6000,2013 Kia Soul Base,81523.0,Silve,Black,Manual,FWD
8400,2012 Honda Civic Si,116000.0,Black,Black,Manual,FWD
7975,2014 Kia Optima LX,141326.0,Silve,Beige,Automatic,FWD
9459,2012 Honda Odyssey EX-L,203829.0,Brown,Gray,Automatic,FWD
7944,2013 Toyota Corolla LE,133980.0,Red,Gray,Automatic,FWD
9380,2016 Hyundai Sonata SE,128232.0,White,Gray,Automatic,FWD
10000,2012 Mitsubishi Outlander GT,81183.0,Red,Black,Automatic,4x4/4-wheel drive
5990,2011 Mazda Mazda3 i Touring,78062.0,Black,Black,Automatic,FWD
9989,2010 Kia Soul +,89185.0,Silve,Black,Automatic,FWD
9370,2010 Honda Odyssey EX-L,140489.0,Red,Beige,Automatic,FWD
9443,2011 Toyota RAV4 Sport,119662.0,Silve,Gray,Automatic,FWD
9722,2017 Mitsubishi Mirage G4 ES,37272.0,Othe,Othe,Other / Unknown,FWD
8880,2012 Honda Civic LX,95446.0,Othe,Othe,Automatic,FWD
6490,2012 Scion iQ Base,85483.0,Black,Othe,CVT,FWD
9998,2010 Toyota RAV4 Sport,120802.0,Red,Gray,Automatic,FWD
9995,2012 Nissan Pathfinder SV,129032.0,White,Beige,Automatic,4x4/4-wheel drive
9953,2018 Nissan Versa Note SV,39108.0,Gray,Gray,CVT,FWD
8201,2013 Mazda CX-5 Grand Touring,145269.0,Red,Beige,Automatic,FWD
6228,2010 Ford Escape XLT,93677.0,White,Beige,Automatic,FWD
7899,2018 Nissan Versa 1.6 SV,42515.0,Blue,Gray,Automatic,FWD
3000,2012 Ford Fiesta SE,125000.0,Gray,Gray,Automanual,FWD
6500,2010 Nissan Rogue Krom,118117.0,Gray,Gray,CVT,AWD
7493,2013 Honda LX,124390.0,Silve,Beige,Automatic,FWD
9199,2018 Kia Forte LX,81821.0,Blue,Black,Automatic,FWD
8599,2012 Kia Forte EX,100511.0,Silve,Black,Automatic,FWD
8991,2012 Honda Civic EX,96875.0,Gray,Gray,Automatic,FWD
6999,2011 Honda Civic LX,73087.0,Gray,Beige,Automatic,FWD
9995,2012 Toyota Sienna LE,111171.0,White,Gray,Automatic,FWD
9995,2014 Toyota Corolla S,98401.0,Red,Othe,CVT,FWD
9799,2018 Nissan Versa 1.6 SV,43317.0,Blue,Gray,CVT,FWD
9598,2014 Honda Civic LX,42603.0,Gray,Black,CVT,FWD
8990,2013 Mercedes-Benz C 250 Luxury,99175.0,White,Beige,Automatic,RWD
8900,2011 Mercedes-Benz C 300,60500.0,Black,Beige,Automatic,RWD
7990,2012 Mercedes-Benz C 250 Sport,96799.0,Black,Beige,Automatic,RWD
6990,2016 Scion iA Base,101667.0,Gray,Blue,Automatic,FWD
7598,2018 Nissan Versa 1.6 S+,45063.0,Gray,Gray,CVT,FWD
9998,2017 Ford Fiesta S,35987.0,Black,Black,Manual,FWD
6800,2012 Honda Civic EX,111919.0,Blue,Othe,Automatic,FWD
9995,2013 Honda Civic EX-L,122197.0,Gray,Black,Automatic,FWD
8995,2010 Honda CR-V EX,141245.0,Silve,Gray,Automatic,4x4/4-wheel drive
5495,2010 Jeep Patriot Sport,131844.0,Black,Beige,CVT,FWD
4997,2011 Chrysler 200 Touring,109327.0,Silve,Gray,Automatic,FWD
8977,2019 Nissan Versa 1.6 SV,36553.0,Red,Othe,Automatic,FWD
7900,2011 Subaru Outback 2.5i Limited,157370.0,Blue,Beige,CVT,AWD
6995,2010 Chevrolet Traverse LT,153839.0,Gray,Othe,Automatic,FWD
9998,2018 Toyota Yaris iA,68864.0,Blue,Black,Automatic,FWD
9491,2016 Kia Soul Base,30531.0,Green,Black,Manual,FWD
9491,2015 Kia Sportage LX,128123.0,White,Black,Automatic,FWD
8298,2013 Ford Escape Titanium,137197.0,White,Black,Automatic,FWD
9977,2010 Lexus IS 250,158420.0,Black,Black,Automatic,RWD
9977,2016 Hyundai Sonata SE,86638.0,Silve,Gray,Automatic,FWD
8977,2011 Toyota RAV4 Base,70983.0,Beige,Beige,Automatic,FWD
4400,2010 Kia Sedona LX,135320.0,Black,Othe,Automatic,FWD
8999,2013 Subaru Legacy 2.5i Premium,140385.0,Silve,Black,CVT,AWD
9990,2014 Kia Soul Base,79283.0,Silve,Gray,Automatic,FWD
5379,2012 Chevrolet Cruze LS,107240.0,Blue,Black,Automatic,FWD
8500,2013 Toyota Camry SE,121030.0,Silve,Gray,Automatic,FWD
8489,2015 Volkswagen Jetta 2.0L S,71944.0,Blue,Gray,Automatic,FWD
8488,2011 Honda Accord EX-L,120944.0,Black,Black,Automatic,FWD
6652,2013 Kia Sorento LX,133205.0,White,Beige,Automatic,FWD
4500,2013 Kia Rio EX,131522.0,Brown,Black,Automatic,FWD
8551,2012 Toyota Corolla L,96414.0,Red,Gray,Manual,FWD
9750,2015 Toyota Camry SE,128252.0,White,Black,Automatic,FWD
8998,2012 Toyota Camry SE,115976.0,Black,Othe,Automatic,FWD
6995,2015 Kia Optima LX,116088.0,Gray,Gray,Automatic,FWD
8995,2011 Honda Accord LX,73713.0,White,White,Automatic,FWD
8999,2013 Ford Escape SE,92692.0,Black,Black,Automatic,FWD
8800,2010 Honda Accord EX-L,109653.0,Black,Black,Automatic,FWD
9000,2016 FIAT 500X Easy,70000.0,Red,Black,Automatic,4x2/2-wheel drive
9991,2010 Mercedes-Benz C300,55112.0,Beige,Othe,Automatic,RWD
9991,2013 Honda Civic EX,73907.0,Gray,Black,Automatic,FWD
9891,2011 Lexus ES 350 Base,145271.0,Othe,Black,Automatic,FWD
9800,2015 Ford Focus SE,50000.0,Black,Black,Automatic,FWD
7999,2011 Cadillac CTS Base,120687.0,Red,Black,Automatic,RWD
9942,2016 Nissan Altima 2.5 S,74962.0,Silve,Gray,CVT,FWD
3800,2010 Chrysler Sebring Touring,110000.0,Black,Black,Automatic,FWD
4500,2010 Ford E150 XL,206000.0,White,Gray,Automatic,RWD
9992,2014 Jeep Cherokee Latitude,92580.0,Blue,Black,Automatic,FWD
9041,2013 Kia Sorento LX,112102.0,Red,Black,Automatic,FWD
8991,2013 Hyundai Sonata GLS,114111.0,Blue,Gray,Automatic,FWD
9594,2016 Nissan Rogue S,112016.0,Othe,Black,CVT,FWD
7659,2013 Honda Fit Base,92596.0,Gray,Othe,Automatic,FWD
9495,2015 Mitsubishi Outlander Sport ES,80003.0,Silve,Black,CVT,FWD
4500,2014 Chevrolet Spark EV 1LT,106000.0,White,Gray,Automatic,FWD
6151,2014 Kia Forte EX,117402.0,White,Gray,Automatic,FWD
9431,2017 Hyundai Elantra SE,91682.0,Black,Gray,Automatic,FWD
9398,2018 Toyota Yaris iA Base,81578.0,White,Black,Automatic,FWD
8999,2013 Toyota Corolla LE,89888.0,Silve,Gray,Automatic,FWD
9995,2011 Ford Mustang,103301.0,Black,Black,Automatic,RWD
6894,2015 Kia Soul Base,85425.0,Brown,Othe,Manual,FWD
7995,2011 Mazda Mazda3 i Touring,102067.0,Blue,Gray,Automatic,FWD
8799,2014 Kia Soul Base,66625.0,White,Gray,Manual,FWD
9300,2015 Ford Escape SE,78349.0,Black,Othe,Automatic,4x4/4-wheel drive
7625,2016 Hyundai Accent SE,71000.0,White,Gray,Automatic,FWD
9990,2016 Hyundai Sonata SE,99008.0,Black,Gray,Automatic,FWD
5895,2010 Honda Odyssey EX,166977.0,Silve,Gray,Automatic,FWD
7944,2010 Chrysler 300 Limited,95386.0,Beige,Gray,Automatic,AWD
7000,2013 Volkswagen Beetle 2.5L,99579.0,Red,Beige,Automatic,FWD
9491,2012 Volkswagen Jetta SEL,92938.0,Silve,Black,Automatic,FWD
8000,2012 Honda Fit Sport,103468.0,Gray,Gray,Automatic,FWD
5799,2014 Ford Focus SE,95599.0,Red,Beige,Automatic,FWD
7900,2013 Volkswagen Beetle 2.5L,106577.0,Gold,Black,Automatic,FWD
6650,2010 Honda Civic LX,127512.0,Gray,Othe,Automatic,FWD
5174,2014 Nissan Versa 1.6 S,115383.0,Gray,Gray,Manual,FWD
7990,2012 Volkswagen Jetta SE,82096.0,Black,Beige,Automatic,FWD
6990,2010 Hyundai Santa Fe Limited,126723.0,Red,Beige,Automatic,FWD
7450,2017 Mitsubishi Mirage ES,54760.0,Red,Black,CVT,FWD
9950,2015 Dodge Journey SE,81758.0,Blue,Black,Automatic,FWD
6100,2010 Chevrolet Malibu LTZ,175941.0,Red,Beige,Automatic,FWD
9991,2015 Hyundai Veloster RE:FLEX w/Black,85802.0,Black,Black,Automatic,FWD
9999,2015 Ford Escape SE,113576.0,Red,Gray,Automatic,FWD
7995,2014 Chevrolet Spark LS,56948.0,Blue,Black,CVT,FWD
5200,2012 Volkswagen Jetta S,145358.0,Gray,Gray,Automatic,Unknown
8500,2010 Honda Odyssey EX-L,157801.0,Gray,Blue,Automatic,FWD
8480,2016 Ford Fiesta S,40790.0,Silve,Black,Automatic,FWD
9998,2013 Kia Optima EX,71160.0,Silve,Gray,Automatic,FWD
9753,2018 Nissan Sentra S,59219.0,White,Gray,CVT,FWD
7500,2013 Volkswagen Jetta SE,64400.0,White,Beige,Automatic,RWD
9998,2017 Hyundai Elantra GT Base,65672.0,Red,Black,Automatic,FWD
7795,2011 Kia Sorento LX,90463.0,Green,Beige,Automatic,FWD
6284,2014 Chevrolet Sonic LT,76494.0,Black,Black,Manual,FWD
8988,2010 Mazda MX-5 Miata Sport,89170.0,Silve,Black,Manual,RWD
8995,2010 Lexus GS 350,165000.0,Black,Beige,Automatic,FWD
7200,2012 Mazda Mazda6 i Touring,82127.0,Silve,Black,Automatic,FWD
6500,2014 MINI Clubman Cooper S,86260.0,Beige,Black,Manual,FWD
7625,2014 Toyota Corolla L,95675.0,Red,Black,Automatic,FWD
9784,2018 Nissan Versa 1.6 SV,20982.0,Gray,Gray,CVT,FWD
9599,2014 Jeep Cherokee Sport,95414.0,Red,Gray,Automatic,4x4/4-wheel drive
6897,2012 Volkswagen Passat 2.5 SE,114589.0,Silve,Gray,Automatic,FWD
9899,2013 Ford F-150 STX,193585.0,Silve,Gray,Automatic,RWD
6995,2015 Kia Rio LX,48004.0,White,Beige,Automatic,FWD
8398,2012 Kia Optima EX,109763.0,Brown,Beige,Automatic,FWD
5984,2013 Kia Soul Base,77394.0,Gray,Black,Manual,FWD
